Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Bond Type,Type of Issuer,Use of Proceed,Principal Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,West African CFA Franc,Share,,,,,,,,,,,,,,,,,,,1.15244250871952
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.157800561
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,Share,,,,,,,,,,,,,,,,,,,0.0142149410767306
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.013358023
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,Share,,,,,,,,,,,,,,,,,,,0.0012033132749547
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,36.607463528
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,3.297662148483
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,7.892211903
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.710943779003527
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,71.788916783
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,6.46686688289187
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,24.982688777
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,2.2504828034379
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.705277284
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,0.243695947242404
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.59271624
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.0533928800596678
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,10.944426204
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,0.985892398750636
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.457257416
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.0411905203894559
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,234.51928887
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,21.1258936693121
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.059543541
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,Share,,,,,,,,,,,,,,,,,,,0.0053637827486233
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.947944613
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Share,,,,,,,,,,,,,,,,,,,0.175474141023679
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.702399988
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,Share,,,,,,,,,,,,,,,,,,,0.153355066452817
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.791483591
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Share,,,,,,,,,,,,,,,,,,,0.071298178776843
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,22.214340677
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,2.00110533055693
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.594053357
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Share,,,,,,,,,,,,,,,,,,,0.0535133298175599
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.004651162
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,Share,,,,,,,,,,,,,,,,,,,0.0004189845292649
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.478001565
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Share,,,,,,,,,,,,,,,,,,,1.03395776853478
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,23.851952056
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,Share,,,,,,,,,,,,,,,,,,,2.14862412967621
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.333641576
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Share,,,,,,,,,,,,,,,,,,,0.0300549967220175
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.012325234
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,Share,,,,,,,,,,,,,,,,,,,0.0011102778973448
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.970793237
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,Share,,,,,,,,,,,,,,,,,,,1.07834927472583
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.598298894
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,Share,,,,,,,,,,,,,,,,,,,0.414222531385077
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.025349545
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,Share,,,,,,,,,,,,,,,,,,,0.0022835298316647
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.043719226
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,Share,,,,,,,,,,,,,,,,,,,0.99483688188882
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.447971321
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,Share,,,,,,,,,,,,,,,,,,,0.400680769690055
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.141139417
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,Share,,,,,,,,,,,,,,,,,,,0.102795766188624
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.317498597
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,Share,,,,,,,,,,,,,,,,,,,0.0286008099064973
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.364297319
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,Share,,,,,,,,,,,,,,,,,,,0.0328165178322523
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.026975991
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,Share,,,,,,,,,,,,,,,,,,,0.0024300428345841
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.442845087
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,Share,,,,,,,,,,,,,,,,,,,0.0398922334491867
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.016401814
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,Share,,,,,,,,,,,,,,,,,,,0.091559192215369
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,Billion US Dollars,,,,,,,,,,,,,,,,,,,21.862263201
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,Share,,,,,,,,,,,,,,,,,,,1.96938959682273
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.925818003
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,Share,,,,,,,,,,,,,,,,,,,0.533807695044089
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.672807324
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,Share,,,,,,,,,,,,,,,,,,,0.150689309294555
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.380890221
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Share,,,,,,,,,,,,,,,,,,,0.124392923577429
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,Billion US Dollars,,,,,,,,,,,,,,,,,,,16.638484018
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,Share,,,,,,,,,,,,,,,,,,,1.49882274450211
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.322759977
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.029074763903925
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.008347856
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Share,,,,,,,,,,,,,,,,,,,0.0007519889688923
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.525175584
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,Share,,,,,,,,,,,,,,,,,,,0.0473087036838707
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,571.97362655
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,51.5243504036221
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.736615558
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Share,,,,,,,,,,,,,,,,,,,0.0663555736862875
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.009696491
World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,Share,,,,,,,,,,,,,,,,,,,0.0008734762876796
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.754027567
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,0.504128664755937
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.345497548
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.674124266521043
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.05197216
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,1.45199769223751
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.289732768
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,1.23292090339857
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.946141845
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,1.1341687306887
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.980736
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.281875347605685
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,20.968988103
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,6.02673992845434
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.012096286
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.003476618397803
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,141.318281624
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,40.6165775048566
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.136555937
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,3.20078040968418
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.665145485
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Share,,,,,,,,,,,,,,,,,,,0.191170829655205
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Mexican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.901008126
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Mexican Peso,Share,,,,,,,,,,,,,,,,,,,1.98343291604051
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.209230302
