Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,1.0,,1.0,3.0,1.0,1.0
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221692.0,,
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,3914.0,17500.0,,9200.0,45919.0,,,,240.0,12702.0,23805.0,,7812.0,795.0,11000.0,1585.0,2935.0,,32993.0,,,,3500.0,,44918.0,,3957.0,118003.0,,2700.0
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1850.0,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,12972.0,,1831.0,3893.0,8744.0,,1116.0,,3690.0,,,,,,6066.0,
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1850.0,,0.0,,,,,,,,,,,,3999.0,17500.0,,9200.0,45919.0,,3000.0,750.0,240.0,12702.0,23805.0,,7812.0,795.0,23972.0,1585.0,4766.0,3893.0,41737.0,,1116.0,,7190.0,,44918.0,,3957.0,2369695.0,6066.0,2700.0
Central African Rep.,CF,CAF,"Climate related disasters frequency, Number of People Affected: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,85.0,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,30000.0,,
Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,
Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,1.0,,2.0
Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Chad,TD,TCD,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,,,1.0,,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,3.0,2.0,3.0,1.0,,3.0,,,,,1.0,,2.0,2.0,1.0,2.0,,2.0
Chad,TD,TCD,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1500000.0,,,,,,,,,,,,300000.0,,,,356000.0,,,,800000.0,,,,,,,,2400000.0,,,1600000.0,,,,,1886800.0,,,,,2135362.0,,
Chad,TD,TCD,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,500.0,,,47498.0,,,14.0,,,,80686.0,,,1000.0,173506.0,,175763.0,,,,,0.0,173000.0,14450.0,12915.0,144579.0,,613631.0,,,,,,,423.0,36934.0,269180.0,1100229.0,,1945674.0
Chad,TD,TCD,"Climate related disasters frequency, Number of People Affected: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,
Chad,TD,TCD,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,
Chad,TD,TCD,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,1500000.0,,,,500.0,,,48698.0,,,14.0,,300000.0,,80686.0,,356000.0,1000.0,173506.0,,975763.0,,,,,0.0,173145.0,14450.0,2412915.0,144579.0,,2213631.0,,,,,1886800.0,,460.0,36934.0,269180.0,3235591.0,,1945674.0
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,,,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,2.0,3.0,,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,2.0,1.0,3.0,,1.0,,1.0,,2.0,1.0
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,2.0,,1.0,,,,,,2.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,2.0,,2.0,3.0,,1.0,1.0,2.0,3.0,2.0,,2.0,,4.0,,1.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,,2.0,,2.0,2.0,4.0,4.0
Chile,CL,CHL,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,2.0,2.0
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,,,,10000.0,,,,,0.0,,25000.0,,0.0,,,0.0,,,150.0,25475.0,,0.0,,,,,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,8000.0,,,,54118.0,197364.0,,0.0,2500.0,,,3276.0,,0.0,,76800.0,,,181667.0,12559.0,230642.0,,9000.0,1348.0,95862.0,,144755.0,,,,4300.0,,12555.0,193997.0,100.0,7224.0,,600.0,,610.0,,53673.0,6393.0
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,30.0,,,,82811.0,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,323173.0,,30806.0,,,,,,38000.0,,,,,2250.0,,,,2400.0,,,,112.0,,,,,,,,,,938.0,,,,,,521.0,,,26820.0
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,8000.0,,323173.0,,84924.0,197394.0,,0.0,2500.0,82811.0,38000.0,3276.0,,10000.0,,79350.0,,1000.0,181667.0,14959.0,255642.0,285.0,9000.0,1460.0,95862.0,0.0,144755.0,,150.0,26957.0,4300.0,0.0,23555.0,194967.0,100.0,20539.0,,1347.0,,1131.0,8590.0,64589.0,74117.0
Chile,CL,CHL,"Climate related disasters frequency, Number of People Affected: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,,,,,,0.0,0.0,,,,300.0,,1000.0,,,0.0,285.0,,,,,,,,1482.0,0.0,,11000.0,32.0,,13173.0,,747.0,,,8590.0,10916.0,40904.0
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Storm",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,6.0,,,,1.0,,1.0,,,,2.0,,,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,,2.0,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",2.0,1.0,4.0,4.0,,3.0,2.0,2.0,1.0,3.0,,1.0,3.0,7.0,1.0,,,2.0,,1.0,,,,2.0,,,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,,3.0,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",ECCD,Climate Related Disasters Frequency,"Environment, Climate Change, Adaptation, Climate Related Disasters Frequency",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of People Affected: Drought",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of People Affected: Extreme temperature",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, P.R.: Hong Kong",HK,HKG,"Climate related disasters frequency, Number of People Affected: Flood",Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",,,,,,184.0,612.0,,366.0,,1000.0,,1857.0,,,1628.0,,4017.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,
